model,variant,color,fuel_type,transmission,price,manufacture_date,sale_date,state,mileage,engine_capacity,battery_capacity,charging_time,seating_capacity,ground_clearance,boot_space
Tata Tiago,XZ+,Copper,Petrol,Automatic,525368.56,2022-11-09,2023-01-29,Tamil Nadu,21.5,1.0,0,0,5,203.0,429
Tata Safari,XE,Red,Diesel,Automatic,2265842.31,2024-01-26,2024-05-31,Rajasthan,14.4,1.2,0,0,7,188.6,405
Tata Nexon,XM,Grey,Petrol,Automatic,1192872.42,2022-12-14,2022-12-26,Haryana,21.8,1.3,0,0,5,180.0,323
Tata Punch,XM,Silver,Diesel,Manual,644896.4,2024-08-05,2024-09-21,Bihar,21.2,1.3,0,0,5,198.2,268
Tata Altroz,XZ+,White,Diesel,Manual,709844.17,2024-03-10,2024-07-06,Delhi,20.5,1.5,0,0,5,187.7,316
Tata Tiago,XE,Copper,Petrol,Manual,641682.58,2024-07-24,2024-11-20,Bihar,22.5,1.5,0,0,5,190.9,390
Tata Tiago,XZ,Red,Petrol,Manual,702303.49,2024-06-24,2024-06-27,Gujarat,21.5,1.1,0,0,5,189.1,366
Tata Tigor,XM,Bronze,Petrol,Manual,778252.62,2022-10-18,2023-04-08,Uttar Pradesh,21.5,1.0,0,0,5,202.9,345
Tata Tiago,XZ,Grey,Petrol,Automatic,567465.8,2022-10-04,2022-11-18,Gujarat,19.3,1.2,0,0,5,178.4,309
Tata Safari,XZ+ Lux,Green,Petrol,Automatic,2343591.49,2023-11-22,2024-03-06,Gujarat,15.2,1.4,0,0,7,178.4,436
Tata Tiago,XZ+ Lux,Silver,Diesel,Automatic,649834.89,2023-01-16,2023-06-10,Delhi,25.8,1.5,0,0,5,174.4,429
Tata Safari,XE,Blue,Electric,Manual,2398421.05,2024-03-26,2024-05-01,Telangana,16.0,0,45.9,8.5,7,184.1,359
Tata Tiago,XE,Grey,Diesel,Automatic,655309.96,2022-10-21,2022-11-07,Odisha,19.9,1.3,0,0,5,196.9,333
Tata Tiago,XE,White,Diesel,Manual,548448.72,2022-11-12,2023-04-03,Maharashtra,21.8,1.3,0,0,5,190.5,257
Tata Altroz,XE,Bronze,Diesel,Manual,907115.56,2023-11-10,2024-03-06,Karnataka,22.3,1.6,0,0,5,180.0,362
Tata Nexon,XM,Green,Diesel,Manual,1289971.38,2023-03-27,2023-07-06,Uttar Pradesh,17.4,1.6,0,0,5,165.9,304
Tata Punch,XZ,Green,Diesel,Manual,769068.83,2023-11-05,2024-03-14,Telangana,20.8,1.5,0,0,5,183.2,393
Tata Punch,XZ+ Lux,White,Diesel,Manual,755933.6,2022-11-13,2023-04-02,Madhya Pradesh,23.8,1.6,0,0,5,209.3,287
Tata Safari,XZ+ Lux,Green,Petrol,Manual,2400832.09,2023-12-09,2024-03-15,Gujarat,15.8,1.4,0,0,5,205.2,303
Tata Harrier,XZ+,Orange,Electric,Manual,2064879.33,2023-05-25,2023-08-07,Odisha,16.7,0,31.5,9.4,7,203.9,348
Tata Nexon,XE,Blue,Diesel,Manual,849417.46,2022-10-05,2022-11-02,Bihar,17.4,1.1,0,0,5,167.9,326
Tata Tigor,XZ+ Lux,Bronze,Petrol,Automatic,888677.5,2023-03-08,2023-03-28,Tamil Nadu,24.5,1.5,0,0,5,206.2,330
Tata Tigor,XZ+ Lux,Grey,Petrol,Automatic,845206.88,2023-04-15,2023-08-10,Rajasthan,20.0,1.8,0,0,5,177.7,308
Tata Nexon,XM,White,Diesel,Automatic,763561.73,2023-05-12,2023-06-28,Karnataka,16.5,1.2,0,0,5,209.3,260
Tata Safari,XM,Green,Petrol,Manual,2072611.89,2023-07-04,2023-10-11,Gujarat,16.0,1.4,0,0,7,179.4,373
Tata Nexon,XM,Orange,Diesel,Manual,1182225.36,2023-12-02,2024-01-10,Odisha,21.4,1.8,0,0,5,202.4,363
Tata Safari,XE,Black,Petrol,Automatic,2142619.42,2023-03-03,2023-08-23,Madhya Pradesh,15.4,1.5,0,0,7,204.3,363
Tata Altroz,XE,Black,Diesel,Manual,620774.27,2023-04-10,2023-09-15,Rajasthan,21.8,1.3,0,0,5,205.9,321
Tata Altroz,XE,Black,Diesel,Manual,883396.06,2023-05-29,2023-11-20,Madhya Pradesh,23.6,1.0,0,0,5,201.2,348
Tata Altroz,XZ+,Silver,Petrol,Manual,762906.13,2024-05-03,2024-10-12,Tamil Nadu,23.0,1.9,0,0,5,191.9,311
Tata Tiago,XZ+ Lux,Red,CNG,Manual,693672.51,2023-03-11,2023-07-06,Madhya Pradesh,20.2,1.4,0,0,5,203.8,345
Tata Punch,XM,Silver,Electric,Manual,942949.44,2023-10-03,2023-11-14,Maharashtra,19.6,0,42.0,9.1,5,198.6,423
Tata Altroz,XZ,Orange,Petrol,Manual,858539.91,2022-12-17,2023-01-15,Kerala,24.1,1.8,0,0,5,165.1,396
Tata Tigor,XZ+,Red,Electric,Automatic,618891.65,2023-11-02,2024-03-20,Karnataka,23.6,0,36.1,6.1,5,184.3,260
Tata Punch,XZ+ Lux,Bronze,Diesel,Automatic,730296.56,2022-10-31,2022-12-22,Haryana,21.1,1.2,0,0,5,206.0,332
Tata Tiago,XZ+ Lux,Grey,Diesel,Manual,752664.5,2024-08-29,2024-12-26,Kerala,24.6,1.2,0,0,5,190.9,315
Tata Tiago,XM,Orange,Electric,Automatic,646980.97,2023-10-16,2023-12-17,West Bengal,22.2,0,33.5,9.5,5,173.4,313
Tata Altroz,XZ,Black,Petrol,Manual,857450.82,2023-05-11,2023-07-04,Haryana,24.0,1.3,0,0,5,184.2,285
Tata Punch,XM,White,Petrol,Manual,643713.87,2023-09-06,2023-12-23,West Bengal,18.6,1.4,0,0,5,184.3,445
Tata Nexon,XZ+ Lux,Black,Petrol,Manual,1332368.02,2024-04-01,2024-07-29,Kerala,19.4,1.6,0,0,5,190.0,262
Tata Harrier,XE,Orange,Diesel,Automatic,1665062.88,2022-10-14,2022-10-28,Haryana,16.3,1.3,0,0,7,168.8,311
Tata Altroz,XZ+,Black,Petrol,Automatic,841604.76,2024-02-11,2024-07-18,Karnataka,23.4,1.7,0,0,5,198.4,260
Tata Tigor,XM,Grey,Petrol,Automatic,742536.35,2023-06-11,2023-07-26,Telangana,23.7,1.9,0,0,5,190.4,302
Tata Punch,XZ,Bronze,Petrol,Manual,725499.36,2023-07-18,2023-12-21,Punjab,20.5,1.7,0,0,5,180.4,288
Tata Tigor,XE,Green,Diesel,Manual,823874.96,2024-01-26,2024-02-22,Haryana,22.5,1.6,0,0,5,204.7,372
Tata Altroz,XZ,Green,Petrol,Automatic,833257.57,2024-05-18,2024-08-14,Kerala,21.8,1.0,0,0,5,201.6,325
Tata Tiago,XE,Orange,Petrol,Automatic,549328.39,2024-08-23,2024-12-01,Madhya Pradesh,24.1,1.3,0,0,5,204.3,429
Tata Safari,XZ,Blue,Petrol,Manual,2004398.69,2023-12-26,2024-01-06,Karnataka,16.5,1.8,0,0,5,177.7,405
Tata Safari,XE,Silver,Diesel,Automatic,1987586.64,2024-04-22,2024-07-28,Gujarat,15.1,1.3,0,0,7,169.1,367
Tata Tiago,XM,Green,Diesel,Manual,697817.49,2024-02-26,2024-07-14,Delhi,25.0,1.1,0,0,5,206.4,319
Tata Altroz,XM,Grey,Petrol,Manual,911257.49,2023-03-07,2023-04-03,Maharashtra,24.1,1.4,0,0,5,167.5,421
Tata Nexon,XE,Blue,Petrol,Manual,1336810.41,2024-09-14,2024-12-09,Odisha,20.0,1.2,0,0,5,181.3,392
Tata Harrier,XE,Green,Diesel,Manual,1736681.97,2023-05-02,2023-08-18,Uttar Pradesh,15.3,1.2,0,0,7,185.6,290
Tata Punch,XZ+,Grey,Petrol,Automatic,780467.06,2024-08-17,2024-11-22,Delhi,22.6,1.8,0,0,5,198.1,340
Tata Safari,XZ,Black,Diesel,Manual,1770960.87,2022-10-31,2023-01-14,Kerala,14.9,1.2,0,0,5,173.3,328
Tata Tigor,XZ+ Lux,White,Electric,Manual,800749.54,2024-08-28,2025-02-16,Bihar,23.9,0,38.8,6.5,5,196.8,450
Tata Tiago,XM,Grey,Diesel,Manual,688993.74,2022-11-07,2022-11-24,Punjab,25.5,2.0,0,0,5,195.0,352
Tata Tigor,XZ,Silver,Diesel,Manual,697978.64,2023-03-06,2023-06-09,Punjab,21.1,1.3,0,0,5,172.2,404
Tata Tigor,XE,Copper,CNG,Automatic,906143.56,2024-01-01,2024-02-14,West Bengal,23.0,1.3,0,0,5,200.5,300
Tata Punch,XZ,Grey,Diesel,Automatic,772129.49,2023-09-11,2023-12-19,Bihar,19.5,1.4,0,0,5,206.8,357
Tata Harrier,XZ,Grey,Electric,Manual,2093239.85,2023-11-05,2024-04-21,Telangana,16.2,0,36.6,9.1,7,175.2,279
Tata Punch,XZ,Orange,Petrol,Manual,949698.21,2024-02-13,2024-03-01,Punjab,18.4,1.0,0,0,5,193.2,424
Tata Punch,XZ+,Grey,Petrol,Manual,677525.93,2022-09-27,2022-10-17,Punjab,22.5,1.5,0,0,5,178.5,401
Tata Nexon,XZ+,Bronze,Diesel,Automatic,997831.46,2023-11-07,2023-12-16,Delhi,20.5,1.5,0,0,5,207.6,289
Tata Harrier,XZ+ Lux,Black,Diesel,Manual,1680970.85,2024-06-30,2024-12-04,Rajasthan,16.8,1.5,0,0,5,165.1,261
Tata Tigor,XE,Orange,Diesel,Manual,720584.92,2023-02-20,2023-05-27,Bihar,19.3,1.6,0,0,5,189.0,373
Tata Tigor,XZ+,Blue,Diesel,Automatic,762699.92,2023-05-24,2023-08-02,Bihar,22.1,1.6,0,0,5,194.0,373
Tata Tigor,XZ,Grey,CNG,Manual,822486.28,2023-02-27,2023-03-28,Bihar,19.5,1.0,0,0,5,172.7,358
Tata Punch,XZ,Red,Petrol,Manual,680897.98,2023-06-01,2023-09-07,Uttar Pradesh,22.1,1.6,0,0,5,195.7,306
Tata Safari,XZ,Blue,Diesel,Manual,2081436.68,2024-08-16,2024-09-25,Punjab,16.4,1.2,0,0,5,180.4,420
Tata Altroz,XZ+ Lux,Orange,Diesel,Manual,668288.85,2024-08-07,2024-10-02,West Bengal,19.1,1.5,0,0,5,185.9,367
Tata Harrier,XZ,Red,Petrol,Automatic,1985194.93,2023-07-18,2023-10-06,Karnataka,16.8,1.6,0,0,7,169.4,383
Tata Altroz,XZ+ Lux,Red,Diesel,Manual,601278.98,2024-05-14,2024-05-15,Tamil Nadu,20.6,1.7,0,0,5,174.2,304
Tata Nexon,XE,Black,Diesel,Automatic,1347321.83,2022-11-11,2023-05-04,Karnataka,21.6,1.6,0,0,5,187.6,330
Tata Safari,XM,Bronze,Diesel,Manual,2229209.73,2023-03-27,2023-04-12,Haryana,14.7,1.9,0,0,5,170.3,320
Tata Tiago,XM,Silver,Diesel,Manual,753933.48,2023-05-03,2023-07-02,Karnataka,20.1,1.2,0,0,5,203.3,447
Tata Punch,XZ+,Blue,Diesel,Automatic,810226.93,2024-03-03,2024-04-27,Kerala,23.4,1.7,0,0,5,188.6,274
Tata Tigor,XZ+,Silver,Petrol,Manual,795346.89,2023-07-03,2023-08-17,Haryana,20.5,1.7,0,0,5,206.4,366
Tata Punch,XM,Red,Petrol,Manual,626134.38,2023-09-16,2023-10-14,Odisha,23.8,1.5,0,0,5,190.4,314
Tata Harrier,XM,Copper,Electric,Manual,1907737.16,2023-10-31,2024-04-19,Kerala,16.1,0,31.4,6.8,7,206.3,358
Tata Altroz,XZ,Black,CNG,Manual,612592.48,2024-02-08,2024-02-09,Kerala,25.0,1.7,0,0,5,182.0,380
Tata Punch,XE,Orange,CNG,Automatic,637260.12,2024-07-12,2024-09-08,Tamil Nadu,23.3,1.4,0,0,5,166.2,368
Tata Safari,XE,White,Petrol,Manual,1736665.33,2024-03-28,2024-04-11,Karnataka,14.7,1.0,0,0,5,195.3,414
Tata Nexon,XZ+,White,Electric,Manual,1032272.72,2022-12-16,2023-05-30,Punjab,17.7,0,44.9,7.9,5,192.7,393
Tata Punch,XZ+ Lux,Red,Diesel,Automatic,760939.25,2024-02-06,2024-07-19,Kerala,18.5,1.4,0,0,5,200.5,390
Tata Tiago,XZ,Blue,Diesel,Manual,694606.32,2023-09-02,2023-11-30,Delhi,20.4,1.7,0,0,5,168.9,383
Tata Tiago,XZ+ Lux,Blue,Diesel,Manual,660353.81,2023-02-25,2023-04-18,Maharashtra,23.1,1.7,0,0,5,194.2,431
Tata Harrier,XZ+ Lux,Bronze,Diesel,Manual,2093698.69,2023-05-02,2023-08-12,Tamil Nadu,15.0,1.1,0,0,5,209.7,353
Tata Tigor,XZ,Copper,Diesel,Manual,631645.92,2023-04-03,2023-08-25,Odisha,23.5,1.5,0,0,5,172.5,318
Tata Altroz,XZ+,Grey,Petrol,Automatic,703320.31,2024-02-18,2024-06-20,Punjab,24.5,1.7,0,0,5,179.1,274
Tata Punch,XZ+,Copper,Petrol,Automatic,800160.98,2023-10-03,2024-03-05,Gujarat,18.6,1.3,0,0,5,189.5,359
Tata Safari,XZ+,Green,Electric,Automatic,1770466.83,2022-10-14,2022-12-22,Odisha,15.0,0,42.4,8.3,7,176.8,300
Tata Tiago,XZ+ Lux,Blue,Petrol,Manual,660714.25,2022-12-25,2023-03-04,Gujarat,23.5,1.8,0,0,5,201.0,387
Tata Tigor,XE,Black,Diesel,Manual,774319.19,2022-12-24,2023-04-29,Maharashtra,23.5,1.6,0,0,5,198.6,439
Tata Nexon,XZ,White,Petrol,Automatic,1349653.8,2024-08-27,2024-11-20,Kerala,19.9,1.9,0,0,5,190.5,326
Tata Safari,XE,Red,Electric,Automatic,1519197.59,2022-11-26,2023-01-04,Punjab,15.7,0,45.5,7.9,5,173.2,283
Tata Harrier,XZ+ Lux,Grey,Petrol,Manual,2037480.58,2023-08-21,2023-11-06,Rajasthan,16.6,2.0,0,0,5,176.0,427
Tata Tiago,XZ+ Lux,Grey,Electric,Manual,723274.51,2022-11-02,2022-11-07,Kerala,24.1,0,43.4,8.1,5,168.1,254
Tata Nexon,XZ+,Black,Petrol,Manual,771766.73,2023-04-21,2023-07-01,Kerala,20.7,1.0,0,0,5,189.4,260
Tata Nexon,XE,Black,Petrol,Manual,1029156.44,2023-10-03,2023-12-07,West Bengal,18.8,1.9,0,0,5,171.3,310
Tata Tiago,XZ,Copper,Diesel,Manual,534944.09,2023-09-24,2023-10-16,Uttar Pradesh,23.1,1.2,0,0,5,199.3,358
Tata Altroz,XM,Grey,Petrol,Automatic,838107.78,2023-10-25,2024-01-22,Madhya Pradesh,24.8,1.4,0,0,5,204.1,292
Tata Tiago,XE,Bronze,Diesel,Manual,771825.08,2024-05-19,2024-08-16,Kerala,21.9,1.1,0,0,5,188.5,259
Tata Altroz,XZ+,Orange,CNG,Automatic,779093.26,2024-05-05,2024-06-26,Kerala,24.9,1.6,0,0,5,170.8,394
Tata Altroz,XZ+,Black,Diesel,Manual,669474.35,2022-11-24,2022-12-23,Maharashtra,23.9,1.8,0,0,5,190.2,379
Tata Tiago,XZ+,Bronze,Petrol,Manual,575350.5,2023-11-04,2023-11-23,Punjab,19.5,1.7,0,0,5,198.3,289
Tata Tiago,XZ+ Lux,White,Petrol,Manual,727097.25,2024-06-22,2024-12-17,Tamil Nadu,19.7,1.9,0,0,5,181.7,257
Tata Tiago,XE,Blue,Diesel,Manual,668557.85,2024-03-05,2024-07-16,Uttar Pradesh,23.6,1.3,0,0,5,194.0,355
Tata Punch,XZ+ Lux,Silver,Petrol,Automatic,994240.32,2023-03-25,2023-06-21,Punjab,20.9,1.8,0,0,5,168.2,328
Tata Nexon,XZ+ Lux,White,Electric,Automatic,1029458.67,2023-01-17,2023-04-12,West Bengal,17.3,0,36.5,7.1,5,208.1,261
Tata Safari,XM,Black,CNG,Automatic,2119999.43,2023-01-09,2023-02-12,Karnataka,14.3,1.3,0,0,7,180.7,313
Tata Safari,XE,Black,Diesel,Manual,2003412.11,2024-07-27,2024-10-27,Rajasthan,14.8,1.6,0,0,7,198.6,367
Tata Tigor,XM,Black,Diesel,Automatic,633635.9,2024-04-22,2024-10-12,Rajasthan,20.7,1.6,0,0,5,191.5,397
Tata Harrier,XZ+,Copper,CNG,Manual,1675975.82,2023-04-07,2023-08-24,Punjab,14.5,1.4,0,0,7,186.2,368
Tata Safari,XZ+ Lux,White,Electric,Manual,1820213.53,2024-01-05,2024-02-01,Punjab,15.1,0,41.4,9.5,5,177.5,275
Tata Harrier,XZ+,Silver,Electric,Automatic,2125588.27,2024-08-14,2024-10-26,Madhya Pradesh,14.1,0,47.5,6.0,7,199.2,382
Tata Harrier,XM,Grey,Petrol,Automatic,1622596.69,2022-12-10,2023-01-19,Tamil Nadu,15.9,1.6,0,0,5,183.0,279
Tata Harrier,XZ+ Lux,Orange,Electric,Automatic,1689869.02,2023-04-16,2023-08-05,Bihar,15.5,0,49.9,7.5,5,167.7,276
Tata Tiago,XZ+ Lux,Orange,Petrol,Automatic,682259.09,2024-05-22,2024-09-03,Haryana,21.8,1.7,0,0,5,198.3,336
Tata Altroz,XZ,Red,Diesel,Automatic,906572.38,2024-02-20,2024-08-09,Punjab,19.4,1.0,0,0,5,194.5,341
Tata Safari,XZ,Silver,Diesel,Manual,2358427.7,2024-08-03,2025-01-16,Bihar,15.4,1.6,0,0,5,198.7,332
Tata Tigor,XM,Black,Diesel,Manual,924898.97,2023-08-27,2023-10-28,Telangana,24.4,1.9,0,0,5,197.4,377
Tata Altroz,XM,Copper,Petrol,Manual,722214.07,2023-07-11,2023-07-23,Odisha,22.2,1.4,0,0,5,177.9,354
Tata Nexon,XZ+ Lux,Silver,Petrol,Manual,874886.65,2022-10-31,2023-01-27,Kerala,16.2,1.8,0,0,5,201.3,334
Tata Harrier,XZ+ Lux,Bronze,Diesel,Manual,1629571.89,2024-01-14,2024-05-10,Uttar Pradesh,14.3,1.4,0,0,7,170.8,437
Tata Altroz,XM,White,Diesel,Manual,623912.39,2023-02-05,2023-07-26,Karnataka,21.8,1.5,0,0,5,176.4,282
Tata Punch,XE,Green,Petrol,Manual,778131.26,2023-04-22,2023-08-18,Punjab,20.8,1.7,0,0,5,176.9,271
Tata Tiago,XE,White,Diesel,Manual,719567.47,2023-10-17,2024-01-17,Kerala,20.2,1.2,0,0,5,165.5,323
Tata Tiago,XZ,Bronze,CNG,Automatic,722876.55,2024-07-08,2024-11-12,Delhi,24.6,1.3,0,0,5,175.0,392
Tata Altroz,XZ+,Green,Petrol,Manual,674869.38,2023-06-02,2023-07-01,West Bengal,20.9,1.2,0,0,5,198.2,379
Tata Altroz,XM,Bronze,CNG,Manual,838506.38,2024-03-27,2024-06-17,Karnataka,21.2,1.4,0,0,5,174.2,441
Tata Tigor,XM,Silver,Diesel,Automatic,777193.18,2024-04-30,2024-05-07,Tamil Nadu,21.0,1.6,0,0,5,176.1,250
Tata Altroz,XE,Grey,Diesel,Automatic,836925.35,2023-02-16,2023-08-06,Karnataka,23.1,1.2,0,0,5,170.5,259
Tata Tigor,XZ+ Lux,Green,Electric,Automatic,645891.41,2023-11-08,2024-01-08,Uttar Pradesh,20.0,0,44.5,6.1,5,166.1,280
Tata Altroz,XZ+,Red,Petrol,Automatic,614297.65,2023-02-21,2023-04-03,Rajasthan,21.9,1.8,0,0,5,201.6,404
Tata Safari,XZ+,Black,Petrol,Automatic,1999453.0,2023-04-01,2023-04-12,Punjab,14.6,1.5,0,0,5,204.8,425
Tata Harrier,XZ+,Copper,Diesel,Automatic,1825896.18,2024-04-18,2024-08-25,Kerala,16.8,1.8,0,0,7,193.2,358
Tata Tigor,XE,Blue,Petrol,Manual,793498.52,2024-01-01,2024-03-21,Maharashtra,21.8,1.9,0,0,5,173.6,368
Tata Tiago,XM,Bronze,Petrol,Automatic,751594.11,2023-03-05,2023-07-29,Delhi,25.6,1.3,0,0,5,181.9,427
Tata Tiago,XM,Grey,Petrol,Automatic,590313.87,2023-10-15,2023-12-01,Delhi,24.7,1.9,0,0,5,168.3,269
Tata Nexon,XZ+ Lux,Copper,Diesel,Manual,1016114.51,2022-09-20,2022-12-03,Haryana,16.3,1.9,0,0,5,181.7,382
Tata Altroz,XM,Bronze,Diesel,Manual,664658.12,2023-02-10,2023-03-09,Gujarat,23.6,1.8,0,0,5,169.9,450
Tata Tigor,XM,Grey,Electric,Manual,607624.68,2024-06-21,2024-08-12,Madhya Pradesh,22.0,0,31.9,6.5,5,199.8,301
Tata Tiago,XE,Orange,Electric,Automatic,704032.11,2023-09-28,2024-02-16,Odisha,25.4,0,31.4,7.9,5,198.0,398
Tata Safari,XZ+,Black,Petrol,Automatic,1807675.07,2024-01-03,2024-02-03,Punjab,15.6,1.3,0,0,7,190.1,354
Tata Altroz,XM,Silver,Diesel,Automatic,905027.47,2023-09-18,2024-01-14,Karnataka,20.5,1.8,0,0,5,171.5,281
Tata Safari,XM,Green,Petrol,Manual,2044735.64,2023-01-23,2023-04-04,Bihar,14.3,1.2,0,0,7,207.3,437
Tata Safari,XE,Bronze,Electric,Manual,1644314.21,2024-05-19,2024-05-25,West Bengal,15.7,0,37.2,8.7,7,197.3,396
Tata Safari,XE,Grey,Electric,Automatic,2067458.67,2023-05-10,2023-06-18,Tamil Nadu,15.5,0,40.4,10.0,5,207.3,390
Tata Nexon,XZ,Red,Diesel,Automatic,1300733.67,2024-04-29,2024-10-04,Madhya Pradesh,17.8,1.7,0,0,5,200.0,417
Tata Tiago,XZ,White,Petrol,Automatic,537557.7,2023-07-05,2023-09-03,Madhya Pradesh,23.7,1.1,0,0,5,196.1,391
Tata Nexon,XZ,White,Electric,Manual,1077378.97,2024-04-24,2024-08-11,Telangana,16.8,0,47.9,6.1,5,196.3,337
Tata Nexon,XM,Red,Petrol,Automatic,923485.37,2023-05-07,2023-10-27,Punjab,17.0,1.7,0,0,5,189.9,284
Tata Altroz,XZ,Orange,Diesel,Manual,923852.33,2023-04-20,2023-08-14,Odisha,24.1,1.7,0,0,5,198.3,272
Tata Altroz,XE,White,Petrol,Automatic,641367.81,2023-10-05,2023-12-04,Odisha,20.1,1.5,0,0,5,175.8,407
Tata Tiago,XZ,Bronze,Petrol,Automatic,601256.3,2023-12-07,2023-12-17,Odisha,22.2,1.6,0,0,5,171.9,326
Tata Altroz,XZ+,Black,Electric,Automatic,740183.05,2022-11-13,2023-03-27,Maharashtra,22.3,0,42.2,7.6,5,193.2,448
Tata Punch,XZ+ Lux,Grey,Diesel,Manual,971687.97,2023-01-02,2023-06-27,Odisha,19.2,1.5,0,0,5,177.9,282
Tata Altroz,XM,Red,Electric,Manual,891453.55,2024-02-12,2024-02-27,Gujarat,23.2,0,46.8,6.6,5,203.6,404
Tata Altroz,XZ+,Bronze,Petrol,Automatic,912119.91,2023-03-24,2023-05-30,Uttar Pradesh,19.0,1.1,0,0,5,170.2,376
Tata Nexon,XZ,Red,Electric,Manual,1059505.18,2023-04-15,2023-05-26,Maharashtra,17.6,0,46.8,6.0,5,179.3,253
Tata Punch,XZ+ Lux,Blue,Diesel,Manual,707776.04,2023-12-04,2024-01-05,Gujarat,22.2,1.8,0,0,5,182.6,389
Tata Punch,XM,Blue,Petrol,Automatic,801027.6,2023-11-14,2023-11-25,Tamil Nadu,19.1,1.9,0,0,5,166.3,406
Tata Harrier,XE,Red,Petrol,Automatic,1568878.11,2024-02-24,2024-05-03,Madhya Pradesh,16.1,1.3,0,0,5,207.6,399
Tata Nexon,XM,White,Petrol,Automatic,893126.85,2024-05-13,2024-08-07,Karnataka,17.6,1.4,0,0,5,166.2,261
Tata Tiago,XM,Red,Diesel,Manual,537183.82,2022-11-09,2023-03-20,Madhya Pradesh,19.8,1.4,0,0,5,208.5,420
Tata Tigor,XZ+ Lux,Red,Diesel,Automatic,820232.79,2023-01-09,2023-07-07,Haryana,20.5,1.5,0,0,5,196.5,431
Tata Safari,XZ+ Lux,Grey,Petrol,Manual,1688032.47,2022-11-23,2023-01-15,Telangana,14.4,1.1,0,0,7,170.5,426
Tata Punch,XZ,Black,Petrol,Manual,935745.97,2024-09-16,2024-10-19,West Bengal,23.2,1.9,0,0,5,174.9,318
Tata Nexon,XZ+,Bronze,Petrol,Automatic,1058141.75,2022-11-10,2023-02-28,Uttar Pradesh,21.7,1.3,0,0,5,207.1,250
Tata Punch,XZ+,Silver,Petrol,Automatic,610143.78,2023-03-27,2023-08-31,Madhya Pradesh,21.1,1.1,0,0,5,177.7,388
Tata Nexon,XM,Black,Diesel,Automatic,835569.18,2024-08-10,2025-01-03,Haryana,16.3,1.9,0,0,5,194.9,411
Tata Safari,XM,Grey,Petrol,Manual,1658857.84,2024-06-13,2024-09-09,Punjab,14.2,1.6,0,0,5,193.0,344
Tata Safari,XZ+ Lux,Red,Petrol,Manual,2218939.51,2022-11-18,2023-01-09,Tamil Nadu,15.9,1.4,0,0,5,203.4,323
Tata Altroz,XZ,White,Diesel,Automatic,860622.85,2023-08-28,2023-11-26,Delhi,20.3,1.9,0,0,5,175.0,417
Tata Nexon,XZ+,Orange,Petrol,Manual,1029519.94,2022-11-10,2023-01-01,Punjab,17.7,1.9,0,0,5,200.7,282
Tata Punch,XE,Green,Petrol,Automatic,903425.8,2023-05-19,2023-11-05,Gujarat,22.8,1.7,0,0,5,189.0,428
Tata Safari,XZ+ Lux,Red,Electric,Manual,1613561.99,2024-05-10,2024-06-29,Tamil Nadu,14.3,0,46.2,6.3,7,206.2,426
Tata Harrier,XE,Black,Petrol,Automatic,2337925.16,2023-05-29,2023-08-25,Tamil Nadu,15.0,1.2,0,0,7,193.5,448
Tata Altroz,XZ,Orange,Diesel,Manual,735206.72,2022-10-17,2023-03-19,Delhi,23.0,1.7,0,0,5,175.7,258
Tata Tigor,XZ,Blue,Electric,Automatic,765142.46,2023-10-25,2023-12-07,Punjab,22.1,0,31.9,6.3,5,189.5,369
Tata Harrier,XZ+,Black,Petrol,Automatic,1862152.63,2023-07-16,2023-08-31,Gujarat,14.6,1.5,0,0,5,176.0,374
Tata Punch,XZ+ Lux,Grey,Diesel,Manual,929196.46,2023-11-04,2024-02-21,Rajasthan,19.7,1.1,0,0,5,193.8,324
Tata Tiago,XE,Copper,Diesel,Manual,680589.54,2022-11-20,2022-12-04,Delhi,21.4,1.9,0,0,5,195.5,328
Tata Nexon,XM,White,Petrol,Manual,774776.01,2024-09-13,2024-10-18,Gujarat,19.4,1.2,0,0,5,208.0,437
Tata Altroz,XM,Black,Petrol,Automatic,787148.56,2024-05-10,2024-07-21,Maharashtra,21.3,1.8,0,0,5,197.8,292
Tata Safari,XM,Copper,CNG,Manual,1621259.5,2023-11-04,2023-12-12,Madhya Pradesh,14.6,1.1,0,0,5,184.9,434
Tata Tiago,XZ,Blue,Electric,Manual,711677.94,2024-05-22,2024-06-14,Delhi,22.3,0,36.9,8.6,5,191.8,437
Tata Altroz,XZ+,Copper,Petrol,Manual,621715.64,2022-10-29,2023-01-12,Gujarat,23.5,1.2,0,0,5,169.7,325
Tata Tiago,XE,Silver,Petrol,Automatic,742123.54,2023-05-21,2023-10-01,Madhya Pradesh,24.2,1.8,0,0,5,175.8,299
Tata Tiago,XM,Blue,Electric,Manual,516508.62,2023-09-18,2023-12-10,Karnataka,20.4,0,47.5,7.6,5,208.5,349
Tata Punch,XE,Black,Petrol,Manual,953145.01,2022-11-11,2022-12-10,Rajasthan,22.2,1.9,0,0,5,189.7,401
Tata Safari,XZ+,White,Diesel,Automatic,1604918.13,2023-06-16,2023-09-26,Haryana,15.6,1.8,0,0,5,182.2,397
Tata Punch,XE,Green,Diesel,Automatic,868368.5,2023-11-29,2024-02-14,Odisha,20.7,1.2,0,0,5,172.3,400
Tata Tiago,XZ+ Lux,Copper,Diesel,Manual,522816.06,2022-10-20,2023-02-26,Odisha,21.7,1.4,0,0,5,207.9,437
